ID,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,WEEK7,WEEK8,WEEK9,WEEK10
55,3.788111,7.389223,10.843777,17.03489,21.65533,21.52456,23.58489,24.433,25.45111,27.52367
56,3.832556,7.861444,11.823779,19.00267,23.36533,25.87567,28.52711,29.75689,32.50111,33.94367
57,3.917,7.424778,9.447111,11.976,17.50533,21.44233,25.58267,28.91244,31.37889,34.38367
58,4.109333,8.043223,11.909667,17.29556,24.25145,25.95967,28.186,29.62078,32.78745,34.65355
59,4.420333,8.505889,13.53378,23.00044,27.99978,31.07678,35.35378,36.208,38.23778,40.80922
60,4.119333,8.186556,12.485223,17.06445,24.627,27.17078,28.48711,30.99078,33.713,34.93689
61,4.776,8.958778,14.22078,20.33,26.85033,29.723,32.31711,33.02855,36.34078,37.59689
62,3.668111,7.317,10.967111,18.756,24.58644,27.45234,31.83933,33.43134,36.92556,39.94922
63,3.862666,7.229889,11.660778,16.83444,22.45256,24.15744,26.66489,28.69856,30.69078,32.568
64,5.834889,9.244889,14.293,19.9,26.46033,29.04855,30.366,32.94078,34.58522,36.44911
65,5.529334,8.404610125,13.83078,18.64333,24.49811,27.42855,31.61822,31.15189,33.323,34.83022
66,5.685999,8.222944125,14.243,19.04111,25.57811,28.47744,29.97711,31.91522,34.28745,35.57911
67,6.856,10.1785,15.40745,21.73667,25.67144,27.43078,26.80044,27.66633,29.15744,31.13022
68,5.645333,8.713056,13.828,21.432,28.88878,32.64767,34.67289,37.16478,38.89311,41.05322
69,5.878111,8.977833125,13.966,19.74267,24.602,27.85122,30.08156,31.48022,32.97778,35.32256
70,5.946,9.19169425,14.33633,19.73667,23.16478,26.76189,27.93378,30.05078,31.77411,33.46022
71,5.902556,8.988666625,13.90489,22.05156,27.06422,30.69344,32.68822,34.83134,36.61334,37.38478
72,5.815889,8.809638125,13.68711,19.09267,25.04644,25.919,27.65933,29.78244,32.04,34.21922
73,5.590333,8.847555125,14.416,21.47934,25.54645,27.429,29.55156,31.48133,33.86222,35.42478
74,4.597,7.027833625,12.48711,19.28044,25.25089,29.70122,31.54933,34.17133,35.65666,37.90589
82,4.369556,7.930778,11.898,18.57678,24.51866,26.77767,28.04867,28.17555,29.75567,30.25755
83,4.714,9.339667,13.84022,20.82456,26.12978,29.74656,29.25645,30.97778,35.009,36.70755
84,4.404222,8.124333,12.79245,18.31367,24.38067,25.31467,27.46922,28.516,31.10589,32.79855
85,4.690889,7.967667,12.22578,16.54255,22.80067,24.54689,28.64144,29.23378,31.14589,32.94744
86,4.664222,8.482112,13.66689,20.00478,25.77289,29.66689,29.79589,29.99711,33.277,34.93634
87,5.088667,8.742111,13.718,18.54478,24.66622,24.80689,26.79811,29.12266,30.15811,32.79189
90,4.602,9.387667,13.81689,20.60256,27.54956,32.11689,33.89033,35.16711,37.69033,39.13189
91,5.6363335,9.071445,13.71322,20.255995,26.82177,29.65645,32.52433,32.64444,34.42322,38.68011
92,4.4497415,6.711889,9.696222,14.522,19.65678,23.29578,25.73989,26.90389,29.46467,30.428
93,4.3256665,7.588555,12.164001,20.10422,25.559,27.86578,29.13322,32.44278,33.51355,33.95356
94,5.132703833,8.323,12.48622,19.12533,24.189,27.34356,30.44656,33.53167,37.19467,40.23911
96,4.471221833,7.065223,10.711777,17.78978,24.17344,28.808,30.60211,30.85167,32.04245,33.97355
97,4.6298515,7.729222,11.747667,16.86378,21.86178,25.15533,27.771,30.52333,32.321,35.55567
98,4.764370333,8.160778,12.59844,21.43755,28.59678,31.34133,34.24433,36.08945,38.228,37.42911
100,4.854371167,5.544111,9.02511,14.35756,21.14233,24.40578,27.61878,29.84167,32.33467,33.89578
101,5.058924833,8.553667,13.63544,21.83378,26.53067,29.84867,33.00211,37.48,37.83433,42.50567
102,4.560593167,7.530333,11.157667,16.05933,20.67178,23.62311,25.77878,26.19778,29.07322,31.299
103,3.978555333,7.009222,11.046556,17.45267,22.08956,24.45311,27.78767,29.32667,31.88989,34.89567
104,4.998555,9.121667,12.66933,19.41878,25.09389,27.17644,30.49833,30.69834,31.25333,33.71989
105,4.786333,7.81611,12.08711,18.73211,23.48167,28.23089,31.14055,35.45167,39.70778,43.97767
106,4.651778,7.734333,11.306778,17.31367,24.28778,28.07467,30.845,31.88778,34.79922,38.36666
107,3.850666,6.182111,9.573445,15.80033,22.07444,24.83578,27.73056,29.38666,33.28811,32.76778
108,4.898445,8.376555,12.66567,17.88033,22.81,23.50133,25.68611,26.76778,28.41367,29.22778
109,5.026778,8.572333,12.781,19.96745,25.83567,29.49222,32.97078,35.28789,38.43455,40.834
111,4.743,7.752777,11.577112,17.11322,22.74389,25.24644,26.89278,28.42834,29.68778,33.15878
112,5.135222,8.958333,13.36711,18.83544,25.065,27.32978,28.94389,30.425,30.82556,33.84989
113,4.780778,8.232777,13.22156,19.85322,24.27945,27.44089,27.98944,30.19944,30.75222,33.361
114,5.411111,8.547667,12.984,19.46433,24.62222,27.90833,30.44022,31.15033,35.92978,35.48511
115,4.549888,7.263667,11.42144,17.80478,22.25833,24.861,26.78467,28.76866,30.21234,31.17856
116,4.713334,8.284333,12.30844,17.15322,23.3,25.41722,27.18466,28.87589,30.772,32.76734
117,3.77,7.070999,11.534,19.14322,25.77778,28.15167,31.07022,34.12922,35.66756,38.124
118,4.357666,6.864778,11.09811,17.05256,23.56278,28.35434,31.61689,33.53978,36.99678,37.683
120,4.887666,8.155888,12.78144,18.53033,23.04055,24.96544,26.20022,27.62089,30.089,30.83633
121,3.996667,7.599889,11.754,18.45767,23.90889,26.64389,28.848,29.56589,32.80978,33.37622
122,4.867667,7.820333,12.70256,19.13256,25.15056,28.53655,31.10244,32.95755,33.25233,35.00856
123,4.499889,8.123666,13.56033,21.12033,27.385,31.34433,34.22133,35.31978,37.10123,39.22856
124,3.817778,6.066556,9.669556,15.78211,21.30445,23.65167,26.20578,27.62589,29.06645,29.38067
125,4.151,6.992556,11.44478,18.31367,24.32722,28.87322,31.60689,34.12089,35.02566,36.58411
126,5.198111,9.159445,14.45922,22.75656,28.41444,32.06556,35.78711,40.00078,43.83311,47.38833
127,3.804778,8.001667,12.060333,19.67656,27.22,31.13111,33.89044,35.53744,38.47756,41.01833
128,4.534888,8.083445,12.301778,17.90278,23.82278,27.31511,29.82489,31.38467,33.29167,34.97934
129,4.743778,8.559,13.50067,20.66167,26.92278,29.57289,32.03711,33.85133,35.61944,38.61044
130,3.280445,5.857889,9.509556,16.09166,23.60167,27.58289,29.80044,31.368,34.17611,33.976
131,2.151445,5.211667,7.783666,11.186555,17.50222,21.19,24.14155,25.60744,27.59311,29.19278
132,5.137111,8.091222,8.651779,16.18611,23.45056,26.44067,29.906,32.43467,34.00278,37.356
133,3.451556,7.007889,10.771778,16.385,21.47833,24.80067,27.05267,29.20467,31.165,34.07489
134,4.276,8.859,13.012889,18.34722,23.08833,25.71178,27.92933,29.64244,32.15611,33.19822
135,4.136,7.720111,11.604,17.93722,22.85056,25.55844,27.53378,29.48467,31.455,33.74267
136,4.389222,8.297222,11.912556,18.101,25.65222,27.82555,30.57378,32.993,35.12866,37.435
137,3.996,7.871222,11.416222,17.95278,23.99389,26.90844,29.54267,31.11022,32.97167,34.93045
138,4.887111,8.487889,12.816222,20.82278,27.11278,27.79511,30.56267,31.63911,32.88278,36.83711
139,5.714555,9.061445,13.20389,20.00667,25.76611,25.38789,27.92911,28.46545,29.43211,31.976
140,4.634556,7.205889,10.535001,14.65778,20.25389,21.55455,23.92134,26.44322,28.03989,30.54267
141,5.645777,8.726556,13.15089,18.34178,23.25778,24.98967,27.51578,29.90377,31.29734,33.26255
142,5.499,8.891445,12.87055,19.33555,25.41389,28.16011,32.50245,33.541,36.04434,39.74823
143,5.256778,8.234778,12.97722,18.77444,25.11278,25.63344,29.01578,32.271,33.29656,36.59711
144,5.441222,8.643667,12.18278,19.46556,25.07055,26.01011,28.78578,31.05989,31.88878,34.666
145,4.734555,8.203667,10.251665,16.65,21.90056,22.739,25.54467,27.95767,28.601,31.34711
146,5.882334,8.861444,13.00278,18.80333,24.32833,26.33122,29.40356,31.601,33.98322,36.31489
148,4.746222,7.949445,11.697,19.28711,25.91533,29.12733,30.84122,33.04178,35.905,39.31889
150,3.731667,6.257666,8.577778,14.91089,22.46811,27.80111,31.29678,35.72678,38.21756,42.97455
151,4.366222,7.993889,11.63922,19.12711,27.202,32.43067,34.72344,37.63178,38.99944,42.09333
152,4.706222,7.977223,12.31367,14.24933,22.18978,26.98511,30.24345,30.874,31.99722,34.83667
153,4.628444,7.868334,11.77033,18.98711,25.49089,28.17622,31.33233,33.54956,36.05278,38.27889
154,3.775,7.224334,10.36222,16.83756,21.97589,24.29,26.27455,28.04456,29.78533,32.39567
155,4.828444,7.045,11.23922,17.57044,23.18533,25.854,27.45789,29.02622,30.08278,33.24667
156,4.389555,7.739444,10.697,12.501555,19.952,25.88622,29.45122,30.88733,33.65722,36.87889
158,4.069445,7.035445,10.47222,17.08311,23.69034,25.82,27.969,29.40011,30.60866,33.84678
159,5.328148,9.903889,14.47,20.17833,25.34467,27.95422,29.15023,29.78033,34.05289,36.83111
160,5.774815167,10.342778,14.92,20.77389,25.96133,27.73977,30.22133,30.78367,33.81733,36.04667
161,6.254629833,10.68389,16.69555,22.42944,28.29466,32.912,35.798,37.19255,39.55622,42.60556
162,4.6821485,9.469001,13.24256,17.50122,24.03856,26.97378,29.54578,31.06533,32.46478,33.59545
163,4.487148167,9.690111,14.67367,19.46678,26.55078,31.55822,33.49134,36.01089,37.87033,43.85545
165,4.535185167,8.563889,12.25778,15.10722,21.29689,23.462,25.33578,25.68367,29.45178,31.18111
166,6.592519167,9.666,15.53711,22.86711,28.06567,30.55478,33.50411,35.54333,37.89289,40.82266
167,5.471148167,8.451111,13.35744,19.15889,23.96067,26.82878,28.673,29.84944,31.43033,33.35145
168,4.693741333,8.044444,12.073,17.21444,23.80622,26.22211,28.43633,30.36056,33.01255,33.17589
169,5.060851333,8.286,12.56156,19.99378,25.66567,28.477,31.05189,32.43223,34.11956,35.63489
170,6.215111167,9.52711,13.87489,21.42822,27.26011,30.17144,32.06967,34.00222,37.60511,38.01933
171,5.8780735,8.422667,12.84489,20.36711,26.44233,29.34922,32.67189,34.69111,35.88622,37.86045
172,5.375592667,8.604444,13.11744,20.36333,26.36289,28.53544,30.33522,32.92611,33.47922,38.22478
173,6.053740833,9.217778,14.19522,22.17444,26.55733,29.04433,31.45522,32.91389,35.37811,36.297
174,4.929482167,8.154445,12.99411,19.89667,26.43734,29.24767,32.16522,33.935,37.23256,37.94922
175,5.423925167,8.151111,12.60856,19.16333,24.65733,26.30656,27.30856,28.10722,29.197,30.26589
176,4.9831485,8.823778,13.03233,18.84478,24.58033,28.08044,29.46011,31.23933,34.41378,35.69178
177,3.860628667,7.098667,11.322,19.243,25.43089,29.49645,32.70789,34.05544,35.36522,37.77189
178,3.618519333,7.600445,11.16233,17.27922,23.39256,25.88933,28.75456,30.46489,32.74378,34.61289
179,4.175371333,7.899333,12.33456,18.15811,24.34478,26.45822,29.74122,30.65378,33.63933,35.164
180,4.502962667,8.096001,12.25344,17.15367,24.39033,27.39711,30.24233,33.04155,34.66489,37.29067
181,4.914629333,8.651555,13.22233,20.31367,26.37033,30.27822,32.51122,34.62822,37.72711,40.69177
182,3.968148167,8.007111,11.54567,15.74367,20.937,24.03489,26.009,27.17044,30.45378,31.26289
183,2.777666667,5.212,8.009778,13.23522,19.07311,21.47644,24.409,26.59878,29.25745,32.32745
184,5.698555,9.566778,15.09644,21.38555,28.55922,32.06344,34.58122,37.178,38.98855,39.56055
185,5.230667,8.663889,12.989445,19.59711,25.60866,30.01278,32.91122,34.12189,37.02222,38.88845
186,5.086223,8.687222,14.19611,21.66155,27.95978,31.43611,34.66233,36.28522,38.40111,41.90289
187,5.539666,9.376778,13.80533,20.36111,26.01922,28.98011,32.04678,33.22689,34.87634,36.18389
188,5.061778,8.216111,13.162778,19.06489,24.29978,27.21278,27.29455,29.98745,32.06889,34.71845
189,4.733,8.350111,13.033111,19.35555,25.25256,27.179,29.79123,32.59245,36.19633,37.07278
190,4.804111,8.137888,13.088667,20.20778,26.58367,27.33678,31.87456,31.85356,36.00855,36.64278
191,4.737444,7.654555,11.945333,17.41222,24.24811,27.07789,29.37678,31.82244,34.24855,36.96944
192,4.629666,7.935666,12.485332,18.8,23.52922,25.82567,27.04233,29.72689,30.11189,33.14167
193,5.186333,8.288999,12.884222,19.57222,24.37811,27.29789,29.12344,30.51356,32.47967,34.10945
194,4.516222,7.532778,12.046112,17.18822,22.10422,24.065,27.03678,27.06522,29.09889,31.09067
195,4.960667,8.435,12.806111,18.16378,23.33978,26.32944,27.41677,29.57967,31.2833,33.66067
196,4.821111,8.243222,12.348112,19.51211,26.48878,29.26055,31.86678,34.20344,36.291,38.81211
197,5.283333,8.863221,13.00144,20.85544,27.10878,28.87167,31.41234,34.14456,35.96767,38.731
198,6.302334,10.186112,15.94178,23.41722,28.33378,30.06678,33.40233,35.03733,36.81178,38.872
199,6.053445,9.819444,14.05956,21.04611,26.26156,29.129,30.76344,33.43067,36.20067,38.66533
200,5.228889,8.57989,13.49811,21.03249908,26.63211,28.87611,30.09344,31.20233,33.13433,35.01878
201,5.084555,10.195,15.114,23.285,28.06378,30.99455,32.47122,34.41844,36.69623,38.972
202,5.449,10.28389,14.94844,21.39056,25.22156,25.85011,28.45455,32.23733,35.57066,35.83978
203,5.012334,9.329444,13.844,21.02278,25.77489,27.24122,29.43678,31.37511,34.12956,34.92645
204,5.613333,9.495445,14.14256,22.30211,25.80655,26.55167,29.01789,31.21678,32.81211,34.411
205,5.6,9.80211,15.03144,24.58545,29.231,31.92944,34.75789,36.31233,38.05322,41.20322
206,5.818889,9.778777,14.34478,21.89433,26.22322,28.20167,30.99233,33.449,35.75211,37.741
207,5.53,9.57505575,14.83205775,22.62922,29.05911,32.385,35.64844,37.99533,41.31367,43.41334
208,4.164444,7.243110375,10.65899938,18.17033,25.43467,29.01833,32.42733,34.20867,35.64033,37.22222
209,4.77,8.34644425,12.94122225,19.92144,25.22911,28.06278,29.924,31.91644,34.90144,37.47
210,5.331,8.42605575,13.91783775,21.88745,28.82078,31.93767,34.97289,37.157,38.07622,40.57122
211,4.372111,7.29216675,11.41505575,19.08966,25.48967,27.73655,29.60289,31.21811,31.94845,34.30011
212,5.15,8.751723,12.869831,20.31033,25.03355,27.27833,29.86622,31.65867,34.27811,35.30222
213,4.668889,8.058666,12.847889,19.02922,24.44356,27.905,29.81178,31.21311,34.03811,35.11444
214,4.736556,8.209806,12.84269,18.95522,24.31522,26.97322,28.84067,30.02033,31.41622,34.68678
215,5.51,9.47241725,13.39386325,19.71478,25.01244,27.955,29.91511,32.05422,35.67367,37.21667
216,4.763333,7.4851945,11.8510835,16.89922,22.39689,25.505,27.65178,29.05089,31.70922,33.67
217,4.548778,7.84897225,11.63297225,17.983,23.65966,24.88211,27.39511,28.73033,31.16066,32.59566
218,5.116444,8.985445,12.82467,18.69689,24.61244,27.11656,28.13544,29.22111,30.45656,32.07389
219,5.375445,8.934999,13.24167,18.40089,23.87967,27.395,30.94878,31.03056,33.45511,37.02489
220,3.576444,5.832111,10.268,16.45022,20.64467,22.04656,23.55433,25.54333,27.651,28.65389
221,5.275445,8.687222,13.02611,19.59422,25.193,28.17167,30.73211,31.785,33.57178,36.07933
222,4.906444,8.257668,13.48911,19.55355,23.66911,26.13211,28.36545,29.97333,31.75767,32.88056
223,4.389777,7.983223,12.808,19.71911,26.53244,29.65322,30.581,34.69889,37.611,38.10389
224,5.000889,8.676555,12.12356,18.20689,21.65244,22.83545,24.87656,25.8,27.08656,28.96611
225,4.526444,7.828777,11.63911,18.99911,25.16244,27.39878,30.45433,32.96444,35.80211,38.22723
226,5.194445,9.501889,13.35411,19.90222,26.07222,30.14589,32.11344,33.56989,36.01333,42.04133
227,4.762111,7.941222,11.66378,17.43045,25.14167,28.76522,30.33678,33.30822,35.196445,37.70367
228,5.101111,9.000778,13.54744,21.98111,27.78222,31.72478,34.94344,36.47656,38.68222,42.96022
229,5.253222,8.687889,13.256,20.29044,28.07389,31.58634,34.25789,35.52156,36.517,38.18145
230,3.796556,6.866777,10.454889,16.93822,22.955,26.12856,28.58122,30.57489,33.02256,34.98367
231,5.767667,9.501223,14.85489,24.70822,30.66166,33.66411,35.84567,37.66378,39.15477,41.83922
232,4.815445,8.459,12.31155,20.146,26.13277,29.35189,30.71455,32.97711,34.27256,35.97589
233,4.665555,8.024112,11.359667,19.20889,24.45778,27.637,29.60789,30.94878,33.57111,31.798
234,4.693778,7.563667,11.070223,17.48422,22.13289,24.86944,27.277,28.64833,30.88233,33.77878
235,4.971111,7.791889,12.51744,20.87778,26.92111,29.44478,31.74122,33.43989,34.29,36.668
236,4.954444,8.104111,11.568555,18.71778,22.97889,24.92589,25.89456,26.13767,28.00111,30.18467
237,3.707778,6.228556,9.026333,14.476667,17.97556,20.63922,22.51678,24.08656,26.13222,28.86578
238,5.170666,8.598556,13.65311,16.48,23.90767,29.59689,32.46433,34.167,36.83456,35.72733
239,5.728444,9.784111,14.98533,18.12111,25.091,30.00911,32.49989,34.427,36.33456,36.69289
240,5.268556,8.978111,13.59011,21.98733,27.50711,29.842,33.16433,34.14089,34.91755,37.63278
242,5.125222,9.447,15.40789,23.99178,29.54711,32.66422,36.06767,36.662,38.30089,41.20833
243,5.207444,9.299222,14.26456,21.594,27.10711,29.31867,31.31544,31.38089,34.32089,37.03944
245,5.358444,9.421888,14.63089,21.23,26.46655,30.18133,32.15656,33.29144,35.79566,35.96734
246,3.439556,6.319667,8.930889,12.893334,19.10544,20.85244,23.01544,24.07922,25.87234,27.53955
247,5.072889,8.654112,13.34311,19.43889,25.99989,26.83356,28.18211,28.677,31.21566,33.16734
248,4.656334,7.732556,11.336778,17.894,23.67156,26.18311,27.70433,28.682,30.97533,32.71166
249,3.791889,6.912556,10.852333,16.95178,22.19933,23.682,25.391,25.24422,27.31644,30.01167
250,4.764334,8.188555,12.029888,17.93778,23.84544,26.60322,28.44889,29.573,27.32889,30.18833
251,4.809889,8.693,11.958778,16.06,23.32656,25.33211,27.48667,27.75522,30.79667,30.82167
252,5.241,8.779667,13.871,19.59778,26.33878,27.53989,29.83,32.42078,33.35889,33.43389
253,3.664444,6.478111,9.578,15.77511,22.94489,26.38722,28.42222,30.158,32.18411,32.796
254,4.909889,8.837444,13.09322,20.22333,26.101,29.46989,31.03,33.253,35.474445,37.41389
255,5.358778,8.628556,13.63767,21.01222,26.50322,29.55544,32.16444,33.783,35.64778,37.23056
256,5.58,9.079222,13.204666,18.79178,23.83045,25.535,27.97778,30.24356,30.96189,33.66822
257,4.485445,8.091888,12.321,15.12667,22.47767,24.15767,26.13445,27.25078,29.07,30.87722
258,4.12,7.953667,12.100222,17.88289,24.14378,26.86167,28.57667,30.28911,32.55078,35.05156
259,5.076111,8.738,13.85344,21.74856,26.01033,29.06444,31.89189,34.75722,37.30977,38.54877
260,4.552889,8.045333,12.264888,15.86033,22.89533,25.65844,27.89411,29.55222,31.46944,32.372
261,4.841666,7.456889,11.520111,19.09189,23.96589,26.67111,28.18633,30.11833,31.81533,31.63767
262,4.558333,7.908,12.049,18.60633,22.937,24.99667,26.44522,26.43945,26.34422,31.91989
263,4.146111,7.92689,11.97678,18.84411,25.78922,27.73,30.22411,32.05611,35.10311,36.23656
264,5.493889,9.054667,13.67344,21.97411,24.84367,26.70222,27.77967,30.07833,30.03311,33.36433
265,5.601666,9.418,14.799,23.71411,27.377,29.12445,31.31744,33.65167,35.19978,36.961
266,4.202888,7.164223,11.074888,15.50589,23.97533,27.27733,30.17189,30.89222,33.80167,34.39311
267,4.525111,8.316445,12.277112,17.73922,23.84978,26.52733,29.87411,30.76555,35.03722,36.32756
268,4.647222,7.636888,11.161221,19.13744,24.50478,26.86,28.56967,30.98722,33.26644,35.791
269,5.145111,8.2897,12.79267,16.12144,21.59867,25.014,27.43522,29.10889,32.25278,34.55978
270,4.687778,8.079444,13.5390555,22.14667,27.52211,29.51244,30.90256,32.41689,34.93878,35.32655
271,4.902222,8.031667,12.96044838,20.74444,25.95989,31.48245,34.49366,36.08245,39.20656,40.48989
272,5.416667,9.147222,13.43627775,20.14556,26.051,28.43578,29.78811,31.46467,33.51767,34.31767
273,5.726666,9.431666,13.453362,19.52667,26.62656,29.66355,32.13145,34.58911,36.58766,39.66656
274,4.391,7.604333,12.52191663,20.45267,28.86711,31.284,35.17367,36.46522,37.85911,39.17333
275,4.882111,8.212111,12.88177388,18.41267,23.49044,25.90844,27.91589,29.10078,30.96022,33.32
276,5.118889,8.880556,13.2930795,20.06111,25.66322,28.11244,29.35144,31.00578,32.62878,34.69656
277,4.822223,8.506112,12.70572525,18.79111,23.54767,28.29911,31.42922,33.73133,36.581,38.80878
278,5.214444,8.549445,13.84864188,23.04,29.45544,31.56356,33.99034,36.61578,38.16433,42.06322
279,4.473223,7.348777,10.67774913,16.63711,24.51933,26.29622,28.66033,31.08967,33.95022,35.58222
280,4.723333,8.248334,12.38960925,19.71444,25.15878,28.05022,31.25589,32.76467,36.87322,40.17767
281,4.575556,7.692778,11.5501665,17.87111,22.96544,27.15578,30.56255,31.41467,34.06433,35.90211
282,4.767778,7.912778,12.2591935,19.66889,26.19878,28.25134,30.85367,32.74356,34.60378,36.241
283,4.898096,8.575539,13.04244,20.49889,27.07733,28.502855,31.31078,32.67056,33.90978,34.717
284,4.609841286,8.803952286,14.14911,21.00222,26.84733,29.03766333,31.74299667,33.42833,35.94811,36.157
285,4.777776714,8.348555714,13.25689,19.66778,26.14511,28.43007167,28.78744,32.87056,33.52811,37.26589
286,4.475556571,7.587444571,7.166889,15.45222,24.46511,28.65044333,33.18411,35.68944,37.20144,43.327
287,4.571111286,8.538555286,13.60244,20.27333,26.354,29.262475,27.83967,33.06722,37.89367,39.81811
288,4.506032286,8.135698286,13.63467,19.73778,24.65178,28.31340833,30.50633,32.46055,32.927,37.35144
289,5.177302143,9.358079143,14.328,21.14,27.21067,28.55970833,30.55633,32.73722,34.03367,35.55478
290,4.196666571,6.880777571,11.20022,18.94111,23.124,25.924885,29.96411,30.54389,31.42255,36.80922
291,3.566032143,6.853476143,11.47244,18.60778,24.76511,26.080445,27.63078,33.92278,35.137,35.00144
292,4.409364429,8.357921429,13.02911,20.04333,25.02733,26.22599667,28.39411,29.56167,30.86811,33.58922
293,3.812905143,6.564238143,10.68878,12.29489,19.46011,23.609405,27.33522,31.86222,37.52067,38.76489
294,5.246539571,9.422762571,15.33311,24.30211,31.10556,32.60722667,36.09711,36.37967,38.57644,42.82278
295,4.372412429,7.963079429,12.39533,19.86767,26.44,28.47444833,29.72155,29.81856,35.08867,35.25944
296,4.342047143,8.228825143,13.62011,21.905,27.22944,28.71788833,29.50933,31.80133,34.02166,35.79156
297,4.434634714,7.799745714,12.64978,12.951,20.09778,25.46240833,26.66267,28.74744,28.71422,31.26167
298,5.111935857,9.009269857,14.97311,17.30878,24.32667,29.17147833,29.11933,32.613,33.58867,34.03611
299,4.589984143,8.592318143,13.05344,20.45167,25.51944,26.55808,27.736,30.52689,31.92722,33.29155
300,4.558237143,8.215016143,13.02122,20.39945,27.68945,30.349745,32.89933,33.52244,35.99722,39.51822
301,4.232889571,8.185777571,13.59978,15.56322,23.73778,27.80611333,29.58266,32.09522,34.88422,34.74389
302,5.328873286,9.043429286,14.52344,21.59722,27.87944,30.39844,33.51156,37.20689,36.83056,38.69156
303,5.306332571,9.668666571,15.01456,21.39278,25.915,25.02992333,26.89822,29.99467,31.21722,31.34711
305,4.768777286,7.892444286,10.87311,18.03711,25.0475525,28.754006,28.88344,31.02955,36.45166,35.45444
306,5.394697857,8.836697857,13.64056,21.44867,27.17033,29.66574,33.10345,36.24566,35.97422,39.87456
307,4.452634857,7.450190857,11.23611,16.99756,20.82533875,22.92022,23.59789,27.09567,27.84756,31.35345
308,4.109142714,7.348920714,11.30389,19.50089,25.34478,26.91980667,29.059,28.21789,29.68311,33.28344
309,5.097984857,8.297205857,13.01756,21.30489,27.18172625,31.937992,31.96789,34.89844,36.02834,38.91667
310,4.710682286,8.373237286,13.022,20.20044,26.53617,29.685776,31.94344,32.41067,34.71389,35.49889
311,4.559412571,7.523078571,11.18755,18.53711,21.8550525,23.500222,25.759,28.33511,31.11056,32.77111
312,5.093587,8.582255,11.70722,19.232,24.47034,26.04277667,28.93233,29.699,30.412,32.34011
